ImageNumber,ObjectNumber,FileName_DNA,FileName_chr18,FileName_chr19,FileName_speckles,PathName_DNA,PathName_chr18,PathName_chr19,PathName_speckles,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMaximum_Z,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_BoundingBoxMinimum_Z,AreaShape_BoundingBoxVolume,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_MajorAxisLength,AreaShape_MinorAxisLength,AreaShape_SurfaceArea,AreaShape_Volume,Location_Center_X,Location_Center_Y,Location_Center_Z,Neighbors_AngleBetweenNeighbors_spotsSpeckles_1,Neighbors_FirstClosestDistance_spotsSpeckles_1,Neighbors_FirstClosestObjectNumber_spotsSpeckles_1,Neighbors_NumberOfNeighbors_spotsSpeckles_1,Neighbors_PercentTouching_spotsSpeckles_1,Neighbors_SecondClosestDistance_spotsSpeckles_1,Neighbors_SecondClosestObjectNumber_spotsSpeckles_1,Number_Object_Number,Parent_Nuclei
1,1,C1-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C2-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C3-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C4-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,250,193,5,238,178,0,900,244.13084112149534,183.55140186915887,1.485981308411215,5.890177536797923,1,0.11888888888888889,19.653876719371574,7.06223744682346,427.8276616073243,107,244.13084112149534,183.55140186915887,1.485981308411215,71.26539012950731,0.8142618166928165,5,0.0,0.0,2.620786022348621,3,1,2
1,2,C1-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C2-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C3-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C4-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,183,200,5,177,189,0,330,179.3790322580645,193.69354838709677,1.75,6.1869179183107725,1,0.37575757575757573,10.59220993428243,6.667820052464839,327.6516626841401,124,179.3790322580645,193.69354838709677,1.75,169.25533731744002,1.0561399919322043,27,1.0,26.41509433962264,4.9406134673881965,6,2,3
1,3,C1-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C2-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C3-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C4-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,213,223,4,189,214,0,864,201.1875,217.325,1.36875,6.7355612038425186,1,0.18518518518518517,26.237498074839262,7.970588687424969,584.3182150003339,160,201.1875,217.325,1.36875,48.70802941848905,2.955326668034901,7,1.0,36.8421052631579,4.2351295638137785,35,3,3
1,4,C1-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C2-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C3-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C4-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,175,420,4,168,415,0,140,170.71875,416.9375,0.84375,3.938980087370786,1,0.22857142857142856,7.464975274252869,4.800220596454503,145.82894597166643,32,170.71875,416.9375,0.84375,100.65136541571914,4.620443185727344,13,0.0,0.0,5.4728006501332445,28,4,6
1,5,C1-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C2-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C3-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C4-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,168,431,1,164,428,0,12,165.33333333333334,429.1666666666667,0.0,2.254503303573653,1,0.5,4.666666666666667,2.3094010767585034,32.74872701890028,6,165.33333333333334,429.1666666666667,0.0,31.607342402883006,8.431065793584729,94,1.0,66.66666666666667,8.835221097382002,127,5,6
1,6,C1-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C2-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C3-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C4-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,228,794,2,222,788,0,72,224.34375,790.4375,0.25,3.938980087370786,1,0.4444444444444444,8.047148929804719,4.054362556829893,92.75483129628441,32,224.34375,790.4375,0.25,91.6452483077037,3.5093347780244084,46,0.0,0.0,8.739502631729108,47,6,8
1,7,C1-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C2-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C3-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C4-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,274,795,8,265,781,1,882,268.2613636363636,787.8295454545455,4.287878787878788,7.959181984758356,1,0.29931972789115646,15.565036528205892,8.03011283936679,671.0988762780676,264,268.2613636363636,787.8295454545455,4.287878787878788,7.398800561904989,1.91062723776498,46,0.0,0.0,11.402343798539444,47,7,8
1,8,C1-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C2-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C3-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C4-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,137,339,10,129,326,2,832,132.81333333333333,332.38666666666666,5.716666666666667,8.305661184154147,1,0.3605769230769231,13.343849530296236,8.878335064939208,724.356066213554,300,132.81333333333333,332.38666666666666,5.716666666666667,99.62862115048446,1.5079087800291056,73,1.0,7.614213197969543,4.313136616380155,38,8,5
1,9,C1-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C2-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C3-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C4-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,171,413,4,169,412,2,4,169.33333333333334,412.0,2.3333333333333335,1.789400457879299,1,0.75,2.666666666666667,1.3333333333333335,38.72484338883923,3,169.33333333333334,412.0,2.3333333333333335,145.69023827649752,0.529774748474775,28,0.0,0.0,6.9602043392737,185,9,6
1,10,C1-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C2-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C3-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,C4-250324_SRRM2-SiR_XCP19-orange_XCP18-Green_Hoechst_CSSx50_forQuant_DMSO.lif - R 1 (3)_Merged.tif,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,/project/general_aktas/michal/speckle_playground/250328_DNAFISH_analysis/250324_DNAFISH_for_analysis/DMSO,381,535,8,365,522,2,1248,373.5561224489796,526.2755102040817,4.719387755102041,7.20696616269135,1,0.15705128205128205,19.458217100741262,7.109485064351338,662.5065601465992,196,373.5561224489796,526.2755102040817,4.719387755102041,179.4746671584317,2.140845751825977,64,1.0,31.25,2.8592057057520197,130,10,7
